County_Key,Volume,Count,State_Code,Average,State_Name
50Washington,4262422,17760,50,240,VERMONT
50Windham,2396907,13152,50,182,VERMONT
50Windsor,1972631,12192,50,161,VERMONT
53Grays Harbor,727707,5952,53,122,WASHINGTON
53Franklin,2598102,10416,53,249,WASHINGTON
53Kittitas,1699096,10416,53,163,WASHINGTON
53King,23272372,46632,53,499,WASHINGTON
53Pierce,15299205,22896,53,668,WASHINGTON
53Spokane,5393700,27816,53,193,WASHINGTON
53Chelan,3472709,17616,53,197,WASHINGTON
53Douglas,3340343,8088,53,412,WASHINGTON
53Yakima,2930161,16224,53,180,WASHINGTON
53Whatcom,5233606,14136,53,370,WASHINGTON
53Columbia,56298,2976,53,18,WASHINGTON
53Clark,4960709,8928,53,555,WASHINGTON
53Benton,5056725,17760,53,284,WASHINGTON
53Adams,573361,8304,53,69,WASHINGTON
53Okanogan,388057,5952,53,65,WASHINGTON
53Whitman,214244,2976,53,71,WASHINGTON
53Mason,54768,1488,53,36,WASHINGTON
53Snohomish,10895766,19800,53,550,WASHINGTON
53Ferry,70952,2640,53,26,WASHINGTON
53Stevens,448425,4416,53,101,WASHINGTON
53Walla Walla,195721,2232,53,87,WASHINGTON
53Thurston,7071312,14736,53,479,WASHINGTON
53Cowlitz,4641257,14640,53,317,WASHINGTON
53Lincoln,468821,3984,53,117,WASHINGTON
53Lewis,3834822,12432,53,308,WASHINGTON
53Jefferson,785041,2928,53,268,WASHINGTON
53Klickitat,206546,4464,53,46,WASHINGTON
53Kitsap,5761760,13200,53,436,WASHINGTON
53Grant,251295,2880,53,87,WASHINGTON
53Garfield,42086,1440,53,29,WASHINGTON
53Clallam,688802,4320,53,159,WASHINGTON
53Pacific,115494,2976,53,38,WASHINGTON
53Skagit,2019818,2880,53,701,WASHINGTON
53Island,235256,1488,53,158,WASHINGTON
55Bayfield,70371,1104,55,63,WISCONSIN
55Brown,7834652,27912,55,280,WISCONSIN
55Buffalo,52654,1008,55,52,WISCONSIN
55Chippewa,368152,2976,55,123,WISCONSIN
55Clark,380417,2976,55,127,WISCONSIN
55Columbia,1134133,3600,55,315,WISCONSIN
55Dane,11140871,28632,55,389,WISCONSIN
55Door,310113,3504,55,88,WISCONSIN
55Dunn,481145,1536,55,313,WISCONSIN
55Fond du Lac,1171838,2976,55,393,WISCONSIN
55Grant,405136,2976,55,136,WISCONSIN
55Jefferson,997155,7440,55,134,WISCONSIN
55Kenosha,1188309,5856,55,202,WISCONSIN
55Kewaunee,315033,4464,55,70,WISCONSIN
55La Crosse,1041925,6240,55,166,WISCONSIN
55Langlade,164960,2496,55,66,WISCONSIN
55Lincoln,89777,1488,55,60,WISCONSIN
55Manitowoc,183206,2928,55,62,WISCONSIN
55Marathon,2062478,8160,55,252,WISCONSIN
55Marinette,974428,11280,55,86,WISCONSIN
55Milwaukee,1105605,5856,55,188,WISCONSIN
55Monroe,527036,2592,55,203,WISCONSIN
55Oconto,1194724,12336,55,96,WISCONSIN
55Oneida,318410,2928,55,108,WISCONSIN
55Outagamie,7117613,17376,55,409,WISCONSIN
55Ozaukee,1195772,5208,55,229,WISCONSIN
55Polk,439502,3600,55,122,WISCONSIN
55Portage,2666024,12096,55,220,WISCONSIN
55Price,33711,624,55,54,WISCONSIN
55Racine,388910,2976,55,130,WISCONSIN
55Rock,1403672,2976,55,471,WISCONSIN
55St. Croix,3552619,9192,55,386,WISCONSIN
55Sauk,251079,1152,55,217,WISCONSIN
55Sawyer,104586,1488,55,70,WISCONSIN
55Shawano,165249,2112,55,78,WISCONSIN
55Sheboygan,405764,2928,55,138,WISCONSIN
55Washburn,113598,2880,55,39,WISCONSIN
55Waukesha,1193019,2976,55,400,WISCONSIN
55Waushara,272947,3312,55,82,WISCONSIN
55Winnebago,858825,4128,55,208,WISCONSIN
54Summers,259692,2496,54,104,WEST VIRGINIA
54Kanawha,1838661,9600,54,191,WEST VIRGINIA
54Lewis,447293,2592,54,172,WEST VIRGINIA
54Tyler,105458,1344,54,78,WEST VIRGINIA
54Wood,444073,4032,54,110,WEST VIRGINIA
54Boone,547179,4464,54,122,WEST VIRGINIA
54Mercer,804546,5664,54,142,WEST VIRGINIA
54Mason,5758,720,54,7,WEST VIRGINIA
54Randolph,47091,1440,54,32,WEST VIRGINIA
54Jackson,139371,2976,54,46,WEST VIRGINIA
54Grant,41712,1440,54,28,WEST VIRGINIA
54Braxton,61577,1392,54,44,WEST VIRGINIA
54Raleigh,183365,1392,54,131,WEST VIRGINIA
54Ohio,1702760,6360,54,267,WEST VIRGINIA
54Cabell,228565,1488,54,153,WEST VIRGINIA
54Wayne,382578,2400,54,159,WEST VIRGINIA
54Putnam,1764065,4320,54,408,WEST VIRGINIA
54Marshall,180797,1536,54,117,WEST VIRGINIA
54Harrison,527808,2976,54,177,WEST VIRGINIA
54Calhoun,34121,1488,54,22,WEST VIRGINIA
54Berkeley,2237539,6000,54,372,WEST VIRGINIA
54Logan,292012,2352,54,124,WEST VIRGINIA
54Greenbrier,34735,1440,54,24,WEST VIRGINIA
54Nicholas,184233,1488,54,123,WEST VIRGINIA
54Morgan,180495,1440,54,125,WEST VIRGINIA
54Monongalia,1153097,2880,54,400,WEST VIRGINIA
54Mineral,97700,1440,54,67,WEST VIRGINIA
54Hardy,56021,1248,54,44,WEST VIRGINIA
54Barbour,39213,1488,54,26,WEST VIRGINIA
54Pocahontas,24658,1296,54,19,WEST VIRGINIA
54Marion,960902,2256,54,425,WEST VIRGINIA
56Converse,753100,13296,56,56,WYOMING
56Johnson,266395,7440,56,35,WYOMING
56Sweetwater,2400778,25656,56,93,WYOMING
56Campbell,740401,14688,56,50,WYOMING
56Laramie,4188662,38448,56,108,WYOMING
56Natrona,973586,11760,56,82,WYOMING
56Goshen,184512,4464,56,41,WYOMING
56Fremont,595528,17064,56,34,WYOMING
56Lincoln,242051,9984,56,24,WYOMING
56Carbon,723297,14880,56,48,WYOMING
56Teton,1269030,15096,56,84,WYOMING
56Park,606360,13248,56,45,WYOMING
56Niobrara,82290,5904,56,13,WYOMING
56Weston,58207,4176,56,13,WYOMING
56Albany,1366305,17328,56,78,WYOMING
56Crook,174701,5616,56,31,WYOMING
56Sheridan,940593,10944,56,85,WYOMING
56Sublette,291312,11904,56,24,WYOMING
56Uinta,726649,8928,56,81,WYOMING
56Washakie,183370,4464,56,41,WYOMING
56Big Horn,183205,4464,56,41,WYOMING
56Hot Springs,100795,2976,56,33,WYOMING
56Platte,185907,2832,56,65,WYOMING
